,drugname1,drugname2,cell_line,synergy,fold
12484,PACLITAXEL,MK-8669,RPMI7951,21.2223764184,0
12485,PACLITAXEL,PD325901,RPMI7951,7.982828576599999,3
12486,PACLITAXEL,TEMOZOLOMIDE,RPMI7951,7.1896133607,1
12487,PD325901,MK-8776,RPMI7951,0.7600303463,5
12488,PD325901,SORAFENIB,RPMI7951,9.9473485351,7
12489,PD325901,TOPOTECAN,RPMI7951,2.0443873725,5
12490,SN-38,MK-8776,RPMI7951,13.1009298811,2
12491,SN-38,SORAFENIB,RPMI7951,2.7320197671,1
12492,SUNITINIB,ABT-888,RPMI7951,4.8933378137,7
12493,SUNITINIB,AZD1775,RPMI7951,0.8162103476000001,4
12494,SUNITINIB,BEZ-235,RPMI7951,13.4063650796,6
12495,SUNITINIB,DASATINIB,RPMI7951,7.4389520361,4
12496,SUNITINIB,DINACICLIB,RPMI7951,2.4787210377,9
12497,SUNITINIB,ERLOTINIB,RPMI7951,2.3654943963,8
12498,SUNITINIB,LAPATINIB,RPMI7951,9.7002469428,0
12499,SUNITINIB,MK-2206,RPMI7951,10.2812449005,8
12500,SUNITINIB,MK-8669,RPMI7951,20.1771052496,2
12501,SUNITINIB,SN-38,RPMI7951,11.6825734643,4
12502,TEMOZOLOMIDE,ABT-888,RPMI7951,10.423407257,0
12503,TEMOZOLOMIDE,AZD1775,RPMI7951,27.8874532292,2
12504,TEMOZOLOMIDE,BEZ-235,RPMI7951,25.2953822609,0
12505,TEMOZOLOMIDE,DINACICLIB,RPMI7951,12.7081792159,2
12506,TEMOZOLOMIDE,ERLOTINIB,RPMI7951,16.0056443464,2
12507,TEMOZOLOMIDE,LAPATINIB,RPMI7951,7.6499463641,0
12508,TEMOZOLOMIDE,MK-2206,RPMI7951,24.9711719376,5
12509,TEMOZOLOMIDE,MK-5108,RPMI7951,7.296734777,9
12510,TEMOZOLOMIDE,MK-8776,RPMI7951,21.9679154614,5
12511,TEMOZOLOMIDE,PD325901,RPMI7951,21.904484370100004,3
12512,TEMOZOLOMIDE,TOPOTECAN,RPMI7951,6.2459321355,3
12513,VINBLASTINE,BEZ-235,RPMI7951,3.1927953521,8
12514,VINBLASTINE,DASATINIB,RPMI7951,8.2220840084,9
12515,VINBLASTINE,ERLOTINIB,RPMI7951,19.3946592486,8
12516,VINBLASTINE,L778123,RPMI7951,22.5746831743,9
12517,VINBLASTINE,MK-2206,RPMI7951,2.4549074133,8
12518,VINBLASTINE,MK-8669,RPMI7951,20.0700000261,2
12519,VINORELBINE,BEZ-235,RPMI7951,2.8474883045,1
12520,VINORELBINE,DASATINIB,RPMI7951,10.2822484096,5
12521,VINORELBINE,MK-8669,RPMI7951,14.6445852611,6
12522,ZOLINZA,ABT-888,RPMI7951,11.3748888023,6
12523,ZOLINZA,AZD1775,RPMI7951,15.090456881,9
12524,ZOLINZA,BEZ-235,RPMI7951,18.1088324088,9
12525,ZOLINZA,DASATINIB,RPMI7951,4.0620507328,9
12526,ZOLINZA,ERLOTINIB,RPMI7951,19.5066657278,6
12527,ZOLINZA,GEMCITABINE,RPMI7951,0.7203347086,9
12528,ZOLINZA,LAPATINIB,RPMI7951,1.7307765004,2
12529,ZOLINZA,MK-2206,RPMI7951,5.6776738266,4
12530,ZOLINZA,MK-4827,RPMI7951,1.2861505906,5
12531,ZOLINZA,MK-5108,RPMI7951,3.3610151339,5
12532,ZOLINZA,MK-8669,RPMI7951,22.7070499058,7
12533,ZOLINZA,MK-8776,RPMI7951,1.8168101563,9
12534,ZOLINZA,SN-38,RPMI7951,8.615205411,2
12535,ZOLINZA,TEMOZOLOMIDE,RPMI7951,17.0726745142,9
12536,ZOLINZA,TOPOTECAN,RPMI7951,3.3445710495,1
12537,5-FU,ABT-888,RPMI7951,-2.1732219296,4
12538,5-FU,BORTEZOMIB,RPMI7951,-10.4794143941,9
12539,5-FU,DINACICLIB,RPMI7951,-5.6869902395,8
12540,5-FU,GELDANAMYCIN,RPMI7951,-8.0842471839,2
12541,5-FU,SORAFENIB,RPMI7951,-5.0414726511,3
12542,5-FU,SUNITINIB,RPMI7951,-1.3432610887,0
12543,5-FU,ZOLINZA,RPMI7951,-0.2406381746,3
12544,ABT-888,MK-8776,RPMI7951,-0.9447617693,6
12545,ABT-888,OXALIPLATIN,RPMI7951,-26.722585116,3
12546,ABT-888,TOPOTECAN,RPMI7951,-2.173326235,7
12547,AZD1775,ABT-888,RPMI7951,-0.3686147472,3
12548,AZD1775,BORTEZOMIB,RPMI7951,-17.9036923384,0
12549,AZD1775,DINACICLIB,RPMI7951,-6.600154785499999,4
12550,AZD1775,GELDANAMYCIN,RPMI7951,-10.0876542805,5
12551,AZD1775,MK-5108,RPMI7951,-4.4811464434,0
12552,AZD1775,OXALIPLATIN,RPMI7951,-4.8799960304,0
12553,AZD1775,SORAFENIB,RPMI7951,-4.9417361663,0
12554,AZD1775,TOPOTECAN,RPMI7951,-6.6911301584,2
12555,BEZ-235,SORAFENIB,RPMI7951,-4.4171283879,8
12556,BORTEZOMIB,DINACICLIB,RPMI7951,-10.208281017,7
12557,BORTEZOMIB,GELDANAMYCIN,RPMI7951,-8.3006688438,4
12558,BORTEZOMIB,MK-8776,RPMI7951,-22.1084336688,4
12559,BORTEZOMIB,OXALIPLATIN,RPMI7951,-26.002930446,3
12560,BORTEZOMIB,SN-38,RPMI7951,-14.9578214914,6
12561,BORTEZOMIB,SORAFENIB,RPMI7951,-20.1578807437,6
12562,BORTEZOMIB,TOPOTECAN,RPMI7951,-6.338895574,3
12563,CARBOPLATIN,ABT-888,RPMI7951,-12.8421296123,4
12564,CARBOPLATIN,BORTEZOMIB,RPMI7951,-20.3694174265,7
12565,CARBOPLATIN,DINACICLIB,RPMI7951,-8.8767549932,1
12566,CARBOPLATIN,ERLOTINIB,RPMI7951,-9.1898000718,8
12567,CARBOPLATIN,GELDANAMYCIN,RPMI7951,-5.7836529501,8
12568,CARBOPLATIN,L778123,RPMI7951,-7.5788002322,3
12569,CARBOPLATIN,MK-4827,RPMI7951,-0.3162039896,6
12570,CARBOPLATIN,MK-5108,RPMI7951,-6.5091244446,7
12571,CARBOPLATIN,MK-8776,RPMI7951,-4.0796849836,4
12572,CARBOPLATIN,PD325901,RPMI7951,-0.679702412,9
12573,CARBOPLATIN,SORAFENIB,RPMI7951,-36.5718778834,8
12574,CARBOPLATIN,SUNITINIB,RPMI7951,-17.9132414087,7
12575,CARBOPLATIN,ZOLINZA,RPMI7951,-4.7600239065,8
12576,CYCLOPHOSPHAMIDE,ABT-888,RPMI7951,-7.016517482,9
12577,CYCLOPHOSPHAMIDE,ERLOTINIB,RPMI7951,-3.8092832416,9
12578,CYCLOPHOSPHAMIDE,GELDANAMYCIN,RPMI7951,-6.3095093869,9
12579,CYCLOPHOSPHAMIDE,LAPATINIB,RPMI7951,-9.2725069531,5
12580,CYCLOPHOSPHAMIDE,MK-4827,RPMI7951,-0.0938184857,7
12581,CYCLOPHOSPHAMIDE,PD325901,RPMI7951,-6.5749257912,6
12582,CYCLOPHOSPHAMIDE,SORAFENIB,RPMI7951,-0.1632272509,4
12583,CYCLOPHOSPHAMIDE,SUNITINIB,RPMI7951,-2.1087676043,3
12584,DASATINIB,OXALIPLATIN,RPMI7951,-4.2310826511,6
12585,DEXAMETHASONE,ABT-888,RPMI7951,-35.1698590815,7
12586,DEXAMETHASONE,AZD1775,RPMI7951,-13.6262886306,3
12587,DEXAMETHASONE,BORTEZOMIB,RPMI7951,-19.6531103253,7
12588,DEXAMETHASONE,DASATINIB,RPMI7951,-23.3016585736,5
12589,DEXAMETHASONE,DINACICLIB,RPMI7951,-7.5662078829,1
12590,DEXAMETHASONE,ERLOTINIB,RPMI7951,-32.2826921311,2
12591,DEXAMETHASONE,GELDANAMYCIN,RPMI7951,-18.1650691183,6
12592,DEXAMETHASONE,L778123,RPMI7951,-13.3775862125,7
12593,DEXAMETHASONE,LAPATINIB,RPMI7951,-42.2425370801,4
12594,DEXAMETHASONE,MK-2206,RPMI7951,-7.0441195689,0
12595,DEXAMETHASONE,MK-4827,RPMI7951,-22.8128765048,0
12596,DEXAMETHASONE,MK-5108,RPMI7951,-27.2166282284,4
12597,DEXAMETHASONE,MK-8776,RPMI7951,-41.9967460635,6
12598,DEXAMETHASONE,PD325901,RPMI7951,-10.4149110574,2
12599,DEXAMETHASONE,SORAFENIB,RPMI7951,-0.6960066448000001,8
12600,DEXAMETHASONE,SUNITINIB,RPMI7951,-6.8383118075,5
12601,DEXAMETHASONE,TEMOZOLOMIDE,RPMI7951,-33.55568593,1
12602,DEXAMETHASONE,ZOLINZA,RPMI7951,-11.6311940047,2
12603,DINACICLIB,MK-8776,RPMI7951,-14.7478427779,7
12604,DOXORUBICIN,AZD1775,RPMI7951,-3.7130348119,0
12605,DOXORUBICIN,BEZ-235,RPMI7951,-8.576530760499999,6
12606,DOXORUBICIN,BORTEZOMIB,RPMI7951,-11.7597114668,1
12607,DOXORUBICIN,DINACICLIB,RPMI7951,-9.4590071752,9
12608,DOXORUBICIN,ERLOTINIB,RPMI7951,-7.2039851116,4
12609,DOXORUBICIN,GELDANAMYCIN,RPMI7951,-3.0537038941000003,8
12610,DOXORUBICIN,L778123,RPMI7951,-4.9323951393000005,3
12611,DOXORUBICIN,MK-2206,RPMI7951,-2.1564042979,1
12612,DOXORUBICIN,MK-4827,RPMI7951,-9.422881614,6
12613,DOXORUBICIN,MK-8669,RPMI7951,-5.3117721986,8
12614,DOXORUBICIN,MK-8776,RPMI7951,-0.8487250618000001,4
12615,DOXORUBICIN,PD325901,RPMI7951,-9.30258192,6
12616,DOXORUBICIN,SORAFENIB,RPMI7951,-16.1321969683,3
12617,DOXORUBICIN,SUNITINIB,RPMI7951,-12.9504049837,0
12618,DOXORUBICIN,TEMOZOLOMIDE,RPMI7951,-1.8890113463,0
12619,DOXORUBICIN,ZOLINZA,RPMI7951,-3.2953851024,6
12620,ERLOTINIB,ABT-888,RPMI7951,-8.0931088204,9
12621,ERLOTINIB,BORTEZOMIB,RPMI7951,-16.8473537424,1
12622,ERLOTINIB,GELDANAMYCIN,RPMI7951,-10.7232884815,8
12623,ERLOTINIB,OXALIPLATIN,RPMI7951,-44.6383195334,4
12624,ERLOTINIB,SORAFENIB,RPMI7951,-6.1214015764,3
12625,ETOPOSIDE,ABT-888,RPMI7951,-3.8353182345,8
12626,ETOPOSIDE,BEZ-235,RPMI7951,-13.3079863388,8
12627,ETOPOSIDE,BORTEZOMIB,RPMI7951,-15.7705303647,2
12628,ETOPOSIDE,DINACICLIB,RPMI7951,-11.6430170017,9
12629,ETOPOSIDE,ERLOTINIB,RPMI7951,-0.9330229022,4
12630,ETOPOSIDE,GELDANAMYCIN,RPMI7951,-2.2640746943,3
12631,ETOPOSIDE,MK-8776,RPMI7951,-4.4004455813,5
12632,ETOPOSIDE,PD325901,RPMI7951,-6.949425338999999,8
12633,ETOPOSIDE,SORAFENIB,RPMI7951,-10.8497208608,0
12634,ETOPOSIDE,SUNITINIB,RPMI7951,-13.3244701874,8
12635,GELDANAMYCIN,BEZ-235,RPMI7951,-3.2358880215,6
12636,GELDANAMYCIN,DINACICLIB,RPMI7951,-11.4186976608,5
12637,GELDANAMYCIN,MK-8776,RPMI7951,-4.9896117481,1
12638,GELDANAMYCIN,OXALIPLATIN,RPMI7951,-9.9745222816,5
12639,GELDANAMYCIN,SN-38,RPMI7951,-2.0703466232,1
12640,GELDANAMYCIN,SORAFENIB,RPMI7951,-11.7589629488,8
12641,GELDANAMYCIN,TOPOTECAN,RPMI7951,-2.5837810515,7
12642,GEMCITABINE,ABT-888,RPMI7951,-12.1881197076,5
12643,GEMCITABINE,AZD1775,RPMI7951,-2.2559810315,1
12644,GEMCITABINE,BEZ-235,RPMI7951,-2.3008636703,7
12645,GEMCITABINE,BORTEZOMIB,RPMI7951,-3.6569679672,5
12646,GEMCITABINE,DINACICLIB,RPMI7951,-6.986771355,7
12647,GEMCITABINE,ERLOTINIB,RPMI7951,-9.9359128011,1
12648,GEMCITABINE,GELDANAMYCIN,RPMI7951,-2.6658222403,3
12649,GEMCITABINE,LAPATINIB,RPMI7951,-13.0052145496,7
12650,GEMCITABINE,MK-2206,RPMI7951,-4.042856995899999,1
12651,GEMCITABINE,MK-4827,RPMI7951,-3.0529386033,6
12652,GEMCITABINE,MK-5108,RPMI7951,-1.0369534265,2
12653,GEMCITABINE,MK-8776,RPMI7951,-0.8428112403,1
12654,GEMCITABINE,PD325901,RPMI7951,-3.6238546214,0
12655,GEMCITABINE,SORAFENIB,RPMI7951,-9.0143792991,7
12656,GEMCITABINE,SUNITINIB,RPMI7951,-1.1155424535,2
12657,GEMCITABINE,TEMOZOLOMIDE,RPMI7951,-11.117185924,2
12658,L778123,ABT-888,RPMI7951,-3.6840512304,6
12659,L778123,BORTEZOMIB,RPMI7951,-6.7841230752,2
12660,L778123,GEMCITABINE,RPMI7951,-0.6393801668,7
12661,L778123,OXALIPLATIN,RPMI7951,-1.7670696658,3
12662,L778123,SORAFENIB,RPMI7951,-7.1797095119000005,1
12663,LAPATINIB,ABT-888,RPMI7951,-10.3764407844,0
12664,LAPATINIB,BORTEZOMIB,RPMI7951,-6.2862973553,7
12665,LAPATINIB,ERLOTINIB,RPMI7951,-3.1089470906,6
12666,LAPATINIB,GELDANAMYCIN,RPMI7951,-12.9215861861,1
12667,LAPATINIB,OXALIPLATIN,RPMI7951,-35.8827464623,1
12668,METFORMIN,ABT-888,RPMI7951,-10.6810706245,6
12669,METFORMIN,BORTEZOMIB,RPMI7951,-6.232074095900001,1
12670,METFORMIN,GELDANAMYCIN,RPMI7951,-18.3354480314,0
12671,METFORMIN,MK-8776,RPMI7951,-2.3917366836,3
12672,METFORMIN,PD325901,RPMI7951,-9.7803856319,2
12673,METFORMIN,SUNITINIB,RPMI7951,-3.5983956555,1
12674,METHOTREXATE,AZD1775,RPMI7951,-9.006737800000002,9
12675,METHOTREXATE,BEZ-235,RPMI7951,-30.6382651595,4
12676,METHOTREXATE,BORTEZOMIB,RPMI7951,-13.8718158865,9
12677,METHOTREXATE,DASATINIB,RPMI7951,-24.5255926199,4
12678,METHOTREXATE,DINACICLIB,RPMI7951,-5.1748893929,7
12679,METHOTREXATE,ERLOTINIB,RPMI7951,-1.0266109899,5
12680,METHOTREXATE,GELDANAMYCIN,RPMI7951,-18.5339000947,2
12681,METHOTREXATE,L778123,RPMI7951,-10.5579111855,2
12682,METHOTREXATE,MK-2206,RPMI7951,-14.101459556300002,6
12683,METHOTREXATE,MK-5108,RPMI7951,-11.6721519417,5
12684,METHOTREXATE,MK-8669,RPMI7951,-33.2539071617,3
12685,METHOTREXATE,MK-8776,RPMI7951,-13.1007925545,8
12686,METHOTREXATE,PD325901,RPMI7951,-23.6724703393,4
12687,METHOTREXATE,SORAFENIB,RPMI7951,-9.910346407,9
12688,METHOTREXATE,SUNITINIB,RPMI7951,-10.9150803141,8
12689,METHOTREXATE,TEMOZOLOMIDE,RPMI7951,-11.7573263344,4
12690,METHOTREXATE,ZOLINZA,RPMI7951,-23.3265911074,6
12691,MITOMYCINE,ABT-888,RPMI7951,-2.4417845947,5
12692,MITOMYCINE,BORTEZOMIB,RPMI7951,-8.1235391787,9
12693,MITOMYCINE,DINACICLIB,RPMI7951,-7.563691689600001,8
12694,MITOMYCINE,ERLOTINIB,RPMI7951,-99.1440283477,1
12695,MITOMYCINE,GELDANAMYCIN,RPMI7951,-3.6517196778,9
12696,MITOMYCINE,L778123,RPMI7951,-23.6736374274,5
12697,MITOMYCINE,MK-5108,RPMI7951,-5.355336345,6
12698,MITOMYCINE,PD325901,RPMI7951,-0.610283267,6
12699,MITOMYCINE,SORAFENIB,RPMI7951,-74.9923837601,3
12700,MITOMYCINE,SUNITINIB,RPMI7951,-5.641746875599999,6
12701,MK-2206,BORTEZOMIB,RPMI7951,-16.108898967200002,4
12702,MK-2206,GELDANAMYCIN,RPMI7951,-6.6245766260000005,3
12703,MK-2206,MK-8776,RPMI7951,-11.0793192499,8
12704,MK-2206,OXALIPLATIN,RPMI7951,-31.7843905996,2
12705,MK-4541,5-FU,RPMI7951,-1.7718601721,6
12706,MK-4541,ABT-888,RPMI7951,-8.3281301309,2
12707,MK-4541,CARBOPLATIN,RPMI7951,-8.2351998848,3
12708,MK-4541,CYCLOPHOSPHAMIDE,RPMI7951,-0.9043490356,5
12709,MK-4541,DEXAMETHASONE,RPMI7951,-32.8420191988,7
12710,MK-4541,DINACICLIB,RPMI7951,-4.0220463159,5
12711,MK-4541,DOXORUBICIN,RPMI7951,-1.7174700754,5
12712,MK-4541,GELDANAMYCIN,RPMI7951,-11.1279365693,9
12713,MK-4541,GEMCITABINE,RPMI7951,-6.4650082944000005,8
12714,MK-4541,L778123,RPMI7951,-3.6472351827,2
12715,MK-4541,LAPATINIB,RPMI7951,-2.9384349112,4
12716,MK-4541,METFORMIN,RPMI7951,-23.7863860115,9
12717,MK-4541,MITOMYCINE,RPMI7951,-1.0355818731,7
12718,MK-4541,MK-4827,RPMI7951,-4.3944250762,0
12719,MK-4541,MK-8776,RPMI7951,-14.9014287946,3
12720,MK-4541,OXALIPLATIN,RPMI7951,-27.4530484565,7
12721,MK-4541,PD325901,RPMI7951,-14.4841810331,1
12722,MK-4541,SUNITINIB,RPMI7951,-4.3375268585,6
12723,MK-4541,TEMOZOLOMIDE,RPMI7951,-2.6160851024,3
12724,MK-4541,VINBLASTINE,RPMI7951,-18.4971530336,1
12725,MK-4541,VINORELBINE,RPMI7951,-15.3226362964,9
12726,MK-4827,ABT-888,RPMI7951,-2.1465008772,0
12727,MK-4827,BORTEZOMIB,RPMI7951,-12.0944140378,9
12728,MK-4827,DINACICLIB,RPMI7951,-1.4308166689,9
12729,MK-4827,ERLOTINIB,RPMI7951,-2.4486194816,2
12730,MK-4827,GELDANAMYCIN,RPMI7951,-2.867792917,7
12731,MK-4827,MK-8776,RPMI7951,-6.406523711599999,9
12732,MK-4827,OXALIPLATIN,RPMI7951,-26.1679328522,5
12733,MK-4827,PD325901,RPMI7951,-3.0863413489,8
12734,MK-4827,SORAFENIB,RPMI7951,-3.2665637632,0
12735,MK-5108,BORTEZOMIB,RPMI7951,-8.2179252352,8
12736,MK-5108,DINACICLIB,RPMI7951,-6.4619878258000005,0
12737,MK-5108,GELDANAMYCIN,RPMI7951,-4.1650048104,4
12738,MK-5108,MK-8776,RPMI7951,-0.6898478059,9
12739,MK-5108,OXALIPLATIN,RPMI7951,-12.3428233955,2
12740,MK-5108,PD325901,RPMI7951,-2.7268265752,4
12741,MK-5108,SORAFENIB,RPMI7951,-8.6506641155,2
12742,MRK-003,CARBOPLATIN,RPMI7951,-5.420695400800001,6
12743,MRK-003,DEXAMETHASONE,RPMI7951,-19.4869087033,5
12744,MRK-003,DOXORUBICIN,RPMI7951,-1.3206690801,5
12745,MRK-003,GELDANAMYCIN,RPMI7951,-13.5878285208,1
12746,MRK-003,GEMCITABINE,RPMI7951,-2.7845518714,6
12747,MRK-003,MITOMYCINE,RPMI7951,-6.006977125800001,2
12748,MRK-003,OXALIPLATIN,RPMI7951,-24.6140842324,3
12749,OXALIPLATIN,DINACICLIB,RPMI7951,-8.9900851247,7
12750,OXALIPLATIN,SORAFENIB,RPMI7951,-23.8559024812,8
12751,PACLITAXEL,BEZ-235,RPMI7951,-2.7193179775,3
12752,PACLITAXEL,BORTEZOMIB,RPMI7951,-10.5052689247,5
12753,PACLITAXEL,DINACICLIB,RPMI7951,-4.0514718239,8
12754,PACLITAXEL,ERLOTINIB,RPMI7951,-6.0855165413,0
12755,PACLITAXEL,GELDANAMYCIN,RPMI7951,-7.9125704125,5
12756,PACLITAXEL,MK-4827,RPMI7951,-6.5338174841,1
12757,PACLITAXEL,MK-8776,RPMI7951,-7.4080924764,4
12758,PACLITAXEL,SORAFENIB,RPMI7951,-13.172091948,5
12759,PACLITAXEL,SUNITINIB,RPMI7951,-17.971773196500003,2
12760,PACLITAXEL,ZOLINZA,RPMI7951,-2.1269954547,2
12761,PD325901,ABT-888,RPMI7951,-11.0800824766,5
12762,PD325901,BORTEZOMIB,RPMI7951,-9.085918798,5
12763,PD325901,DINACICLIB,RPMI7951,-3.5960176843,3
12764,PD325901,GELDANAMYCIN,RPMI7951,-5.137383072,4
12765,PD325901,OXALIPLATIN,RPMI7951,-5.33346211,0
12766,PD325901,SN-38,RPMI7951,-7.1910419427,4
12767,SN-38,DINACICLIB,RPMI7951,-8.6768100234,6
12768,SORAFENIB,DINACICLIB,RPMI7951,-6.5067895448,0
12769,SORAFENIB,MK-8776,RPMI7951,-10.8852368211,9
12770,SUNITINIB,BORTEZOMIB,RPMI7951,-11.2395978324,3
12771,SUNITINIB,GELDANAMYCIN,RPMI7951,-4.932645741,5
12772,SUNITINIB,MK-4827,RPMI7951,-13.2215869697,8
12773,SUNITINIB,MK-5108,RPMI7951,-14.124513166,4
12774,SUNITINIB,MK-8776,RPMI7951,-16.667518663699997,9
12775,SUNITINIB,OXALIPLATIN,RPMI7951,-30.9523677445,8
12776,SUNITINIB,PD325901,RPMI7951,-4.1697196132,3
12777,SUNITINIB,SORAFENIB,RPMI7951,-11.483959233699998,0
12778,SUNITINIB,TEMOZOLOMIDE,RPMI7951,-15.692542111199998,6
12779,SUNITINIB,TOPOTECAN,RPMI7951,-6.236702466100001,2
12780,TEMOZOLOMIDE,BORTEZOMIB,RPMI7951,-5.6053814575,0
12781,TEMOZOLOMIDE,GELDANAMYCIN,RPMI7951,-7.4032003393,7
12782,TEMOZOLOMIDE,OXALIPLATIN,RPMI7951,-15.2425298558,1
12783,TEMOZOLOMIDE,SN-38,RPMI7951,-4.0276605908,9
12784,TEMOZOLOMIDE,SORAFENIB,RPMI7951,-2.7250510658,3
12785,TOPOTECAN,BEZ-235,RPMI7951,-2.5431420712,2
12786,TOPOTECAN,DINACICLIB,RPMI7951,-8.175292953200001,1
12787,TOPOTECAN,MK-8776,RPMI7951,-3.257305398,0
12788,TOPOTECAN,SORAFENIB,RPMI7951,-0.1365913913,2
12789,VINBLASTINE,ABT-888,RPMI7951,-37.3447872115,1
12790,VINBLASTINE,AZD1775,RPMI7951,-6.4593966723000005,9
12791,VINBLASTINE,BORTEZOMIB,RPMI7951,-21.525988318200003,0
12792,VINBLASTINE,DINACICLIB,RPMI7951,-11.1290764863,7
12793,VINBLASTINE,GELDANAMYCIN,RPMI7951,-11.902529308,0
12794,VINBLASTINE,LAPATINIB,RPMI7951,-9.6704258642,1
12795,VINBLASTINE,MK-4827,RPMI7951,-5.5813268946,2
12796,VINBLASTINE,MK-5108,RPMI7951,-3.5346059347000005,1
12797,VINBLASTINE,MK-8776,RPMI7951,-28.9042643077,4
12798,VINBLASTINE,PD325901,RPMI7951,-9.156636772,4
12799,VINBLASTINE,SORAFENIB,RPMI7951,-5.6528353662,9
12800,VINBLASTINE,SUNITINIB,RPMI7951,-18.0288351506,7
12801,VINBLASTINE,TEMOZOLOMIDE,RPMI7951,-52.5722883174,7
12802,VINBLASTINE,ZOLINZA,RPMI7951,-11.507612329,0
12803,VINORELBINE,ABT-888,RPMI7951,-11.415829188599998,0
12804,VINORELBINE,AZD1775,RPMI7951,-12.0421805889,0
12805,VINORELBINE,BORTEZOMIB,RPMI7951,-19.9054778196,5
12806,VINORELBINE,DINACICLIB,RPMI7951,-4.5678517188,3
12807,VINORELBINE,ERLOTINIB,RPMI7951,-11.8203378489,8
12808,VINORELBINE,GELDANAMYCIN,RPMI7951,-5.788734099999999,7
12809,VINORELBINE,LAPATINIB,RPMI7951,-7.7413926826,2
12810,VINORELBINE,MK-2206,RPMI7951,-4.132841958999999,1
12811,VINORELBINE,MK-4827,RPMI7951,-19.0244031203,5
12812,VINORELBINE,MK-5108,RPMI7951,-28.1384532927,9
12813,VINORELBINE,MK-8776,RPMI7951,-15.4764052125,9
12814,VINORELBINE,PD325901,RPMI7951,-10.7771927165,9
12815,VINORELBINE,SORAFENIB,RPMI7951,-20.7127028174,6
12816,VINORELBINE,SUNITINIB,RPMI7951,-22.4545454485,8
12817,VINORELBINE,TEMOZOLOMIDE,RPMI7951,-14.4388228546,2
12818,VINORELBINE,ZOLINZA,RPMI7951,-12.1433757429,4
12819,ZOLINZA,BORTEZOMIB,RPMI7951,-1.1887349997,5
12820,ZOLINZA,DINACICLIB,RPMI7951,-15.941811286099998,4
12821,ZOLINZA,GELDANAMYCIN,RPMI7951,-18.7707746859,7
12822,ZOLINZA,OXALIPLATIN,RPMI7951,-7.3831792047,9
12823,ZOLINZA,PD325901,RPMI7951,-7.7529425852,2
12824,ZOLINZA,SORAFENIB,RPMI7951,-14.2526387025,8
12825,ZOLINZA,SUNITINIB,RPMI7951,-11.9387982303,1
12826,ABT-888,GELDANAMYCIN,SKMEL30,30.3418934313,5
12827,AZD1775,MK-8776,SKMEL30,64.5171171633,7
12828,BEZ-235,MK-8776,SKMEL30,39.1988902972,8
12829,CARBOPLATIN,BEZ-235,SKMEL30,34.989680997600004,7
12830,CARBOPLATIN,GELDANAMYCIN,SKMEL30,37.2937149539,0
12831,CARBOPLATIN,MK-8669,SKMEL30,38.9800474918,0
12832,CARBOPLATIN,MK-8776,SKMEL30,39.0904543404,9
12833,CYCLOPHOSPHAMIDE,MK-8669,SKMEL30,34.488794379,5
12834,DASATINIB,BEZ-235,SKMEL30,34.1108394391,9
12835,DEXAMETHASONE,BEZ-235,SKMEL30,41.0177785296,6
12836,DEXAMETHASONE,MK-8669,SKMEL30,42.825806311,6
12837,DOXORUBICIN,MK-8776,SKMEL30,37.9554853368,7
12838,ERLOTINIB,BEZ-235,SKMEL30,40.317250801,4
12839,ERLOTINIB,MK-8669,SKMEL30,62.0932612208,7
12840,ERLOTINIB,TOPOTECAN,SKMEL30,33.8295741424,3
12841,ETOPOSIDE,GELDANAMYCIN,SKMEL30,32.84665347,8
12842,ETOPOSIDE,MK-2206,SKMEL30,33.0495464089,9
12843,ETOPOSIDE,MK-8776,SKMEL30,58.9385586595,5
12844,GELDANAMYCIN,BEZ-235,SKMEL30,48.275939068,4
12845,GELDANAMYCIN,MK-8776,SKMEL30,37.1610699565,2
12846,GELDANAMYCIN,SN-38,SKMEL30,38.2684482285,8
12847,GELDANAMYCIN,TOPOTECAN,SKMEL30,48.3840173282,3
12848,L778123,MK-8669,SKMEL30,41.2471903235,9
12849,LAPATINIB,MK-8669,SKMEL30,45.5204345999,4
12850,MITOMYCINE,MK-8776,SKMEL30,66.7958885476,4
12851,MK-2206,BEZ-235,SKMEL30,55.4434621195,0
12852,MK-2206,MK-8669,SKMEL30,57.9907406476,6
12853,MK-4541,BEZ-235,SKMEL30,37.688788537,2
12854,MK-4541,MK-8669,SKMEL30,30.7536045279,6
12855,MK-8669,BEZ-235,SKMEL30,121.0564092255,2
12856,MK-8669,GELDANAMYCIN,SKMEL30,42.5138395324,5
12857,MK-8669,MK-8776,SKMEL30,57.25773487,8
12858,MK-8669,TOPOTECAN,SKMEL30,31.6689497117,6
12859,MRK-003,LAPATINIB,SKMEL30,41.9483249183,3
12860,MRK-003,MK-8776,SKMEL30,38.4976165281,4
12861,PACLITAXEL,MK-2206,SKMEL30,32.0743326669,5
12862,PACLITAXEL,MK-5108,SKMEL30,34.2307276516,1
12863,PACLITAXEL,MK-8669,SKMEL30,40.137943858,1
12864,PD325901,BEZ-235,SKMEL30,30.014129082600004,9
12865,PD325901,MK-8669,SKMEL30,30.4628289638,0
12866,TEMOZOLOMIDE,AZD1775,SKMEL30,36.7067733624,3
12867,TEMOZOLOMIDE,BEZ-235,SKMEL30,44.4978581474,0
12868,TEMOZOLOMIDE,MK-4827,SKMEL30,36.2524556281,3
12869,TEMOZOLOMIDE,MK-8669,SKMEL30,50.2106642933,1
